project_name,project_desc,offer_desc
,It's late at night.The store owner cleans the counter down it's quiet he's got time.The bell rings a customer enters. The shop keeper looks up and says 'Hello!'The customer says nothing walks up to the counter and browses the confectionery blankly.The customer pockets several 'P's &amp Q's' leading to the shopkeeper to yell in alarm.Without a change in heart rate or facial expression the customer scales the counter and proceeds to savagely boot the shopkeeper in the face. Jumping off the customer stabs the shopkeeper to death and takes all of the money from the till.The customer swaggers from behind the counter and casually strolls outside.A police car rounds the corner drifting easily into the gas station where the crime was committed. However the officers slightly overshot the corner and careened into a petrol pump.The officers the customer and the shopkeeper's brutalised corpse are blown to smithereens.10/10,
,Wow,
,This.Game.Ruined.My.Life.,
,ya me gusta very nice game makes me very excited when i play game yummy,
,This is one of the few early access games actually worth looking at. I've put a lot of hours into this game with my friends and I've loved watching it grow over time. I will say that the experience is not for everyone. You will lose 99.99% of the time and it will be frustrating. I would advise people to try out a match or two and then determine if they would like to keep the game or refund it.Overall PUBG is a very enjoyable experience alone or with friends. I highly recommend it.,
,I am the Gabgolabgolab and I do not approve of this game.,
,A simple skill heavy game. Football with cars. Good,
,0/10 minecraft rip off,
,i dont need to buy salt from the store anymore with these new reviews,
,Great game!,
,The game is fun but there are lots of hackers on GTA Online.,
,It's like fifa except you aren't getting pummeled by Jamaicans,
,For early access this game is pretty good. I have enjoyed getting my kicked on several occassions especially when i am running into the last 2 circles and just randomly shot from somewhere i was looking but completely unable to see the player until i was already dead lol..However my only actual problem is the reward system. I have opened 2 rewards nows. I have received 1 set of boots. Yes 2 reward chests have netted me 1 set of boots that i already owned anyways. Completely confused on why you would put a currency into the game and a reward chest only to give nothing on the first reward chest and 1 set of boots that come with the game in the second. Kind of dumbfounding.,
,It lets you punch naked bald men in the,
,Not too bad very frustrating sometimes.,
,Great game.,
,Pls fix ur eficiency of rendering game somethimes i got lagg,
,This is just a to the wesome D,
,Its a really good game probably one of my favorites right now. The game still needs some work. Dont waste your time buying crates you just get the same **** over again.,
,Recommended for all gamers.Fun and addictive best to play with friends. Pros Customizable cars. Unlockable customizables. Variety of maps. Variety of settings you don't have to just play a regular game you can change gravity ball weight ball shape etc. Good soundtrack could use more but not complaining. Keeps you busy for hours. Awesome DLCs.Cons I believe they made it so you can only get some drops if you play online matches rough for those who dislike playing online. Playing online tends to force you to turn your graphics quality basically all the way down depending where you connect. The AI sucks when starting out on Rookie. They tend to score on their own goal. Extremely funny nonetheless.,
,HI I have a i7 processor and a 2.2ghz overclocked 2.8ghz and intel hd 4000 graphics and it runs like a potato...,
,good,
,Got shot in the saved by a frying pan.10/10,
,if you have friends it's a very nice game but i think it's too early to buy it!! but it's cool have nice features like build a house and customize it! it's cool try it if you want.,
,I could wake up get ready for church and attend church and pray with jesus before multiplayer mode loads,
,Play this game to get chainsawed through lockers.,
,This game is absolutely amazing!,
,I have this game for short time and from beginning it was legendary. I know it has many bugs but for me the bugs makes a game better,
,Really good fun with friends!,
,"Ever Wished you could modify your car to jump flip boost fly and score goals in real life?Well it isn't a reality but rocket league lets you do all that and more from the comfort of your own home!*A better football game than FiFa a better driving game than burnout a better car editor than forza ""A game so rewarding it's like getting a gold star from your teacher each time you score"". Ofsted June 2016""A soundtrack so good you will wish you had taken that pill in ibiza"" NME magazine May 2014""A way better experience than that time you claimed you lost your virginity and compared boobs to bags of sand."" Playboy January 2015Just do it!*These claims have no facts behind them",
,Product received for free. I get 30 fps on lowest settings with a gtx 1060...........,
,Product received for free. gay,
,"PUBG玩了快350个小时了 感慨颇深 I have played PUBG for 350 hours and I have lots of things to say.首先 这款游戏的确是好游戏 这一点我们必须承认 我的推荐是给这款游戏的 Firstly this game is really nice we must admit it.IT IS A GOOD GAME.但是现在PUBG的游戏环境实在实在是太差了 But the enviroment of this game is too bad.为什么 因为外挂 但是又不仅仅是因为外挂 Why?Because of those hackers.(But it's not just the bag of hackers).现在 PUBG里外挂已经十分猖獗了 加速 自瞄 透视 无后坐 锁血 甚至是路飞挂 一拳超人挂 Nowadays the hackers in PUBG are very rampant.Speeding up Automatic aiming perspective men no recoil Invincible men and even ""Monkey D Luffy"" hackers ""One Punch Man"" hackers!这些外挂严重破坏了我们的游戏体验 These hackers have destoried our experence of playing.但是我们对此无可奈何 But we have nothing to do about it.诚然 在PUBG里 90 以上的外挂都来自中国 Truely more than 90 hackers are from China in PUBG.虽然我无法代表全体中国人 但是我还是要向各位热爱PUBG的玩家说一声 对不起 Although I can't represent all of Chinese I still want to say to all of you who love PUBG SORRY.在中国 我们将这些开挂的人称为 孤儿 神仙 我真的希望那些孤儿别再做这样的烦人的事情 In China we call the hackers 'orphans' and 'gods' .I really hope those orphans do not do such annoying things in the game.哦对了 我来解释一下 孤儿 ""神仙 这两个词的含义吧 Oh I think I should tell you what's the meaning of them.孤儿象征着我们全体绿色玩家对开挂者的父母的亲切问候 这是在游戏里是一个贬义词 Orphans symbolize the cordial greetings of all us to the parents of those hackers.This is a derogatory word in the game.神仙代表外挂无所不能 在游戏里 'Gods' means they can do everything.(in game)我想让你们明白事是不是所有中国人都是开挂的 也不是所有中国人都进游戏就开始骂 CAO NI MA'的 I hope to let you understand that not every Chinese is hacker and not everyone who is in the game like to say'CAO NI MA' everywhere.虽然从整体上看 我们的素质的确不高 As a whole we do not have a high quality.但是这就是你们听到中文或者被打死就开始喊 曹尼玛中国人 的理由 But is it the reason of you to say 'Fu.ck you Chinese' when you hearing Chinese or be shot by us?????我们是真的很委屈 你们为什么这么做 We are really grieved.Why do you do this??我理解你们被挂打死的心情 但是我们也在被外挂怼啊 I comprehend your mood when you knocked down by hackers but we are shot by them too!现在我认为在PUBG里的有如下的这几种人 以爱国为理由恶意组队的红衣军 外挂 试图诛仙的玩家 骂中国人的玩家 骂外国人的中国人 一脸委屈关掉语音的中国人 起哄高喊 China NO.1""和 Taiwan NO.1""的外国人和事不关己的围观群众 I consider that there are these kinds of people in PUBG the Malicious teams of 'army with red clothes' and they usually use 'loving our country' to be their reason HACKERS players who want to kill 'gods' players who scold the Chinese Chinese who scold the other the Chinese who turn off the phonetics with Injustice faces foreigners booing and shouting ""China NO.1"" and ""Taiwan NO.1"" and a crowd of onlookers.也许大多数人听不懂现在中国人在广场和飞机上到底在说什么 Maybe lots of you can't understand what are Chinese speaking on the squae and the plane.我能给你们举出一些真实的例子 I can tell you some ture examples.谁在那边放歌 关上 Who is playing songs??!Switch off!能听得到么 Can you hear me?来 左右左右站着的是煞笔啊 站着的是煞笔 Come on!Left right left right the standing men are motherf.uc.k.ers.(this is a sentence of a song)机场卖挂 机场卖挂 Sell Sell how to be a hacker in airport sell sell (someone usually say this when he want to go to airport.Oh he must be very low.)是中国人的跳机场 中国人跳机场 紧接着会有一大群中国人开始骂这个喊话的 Flying to school if you are Chinese!Flying to school if you are Chinese!(and Then there will be a large group of Chinese start to scold the speaker.CAO NI MA fu.ck you bi.tch your head is broken?!)总之 希望你们理解 我们也很讨厌红衣军 外挂 我们也希望有一个绿色的游戏环境 All in all I hope you to know we don't like 'army with red clothes' and hackers.We wanna a green game environment.但是直到有一天 我突然看到有人说要锁中国区 steam上甚至出现了呼吁锁区的讨论组 But one day I suddenly find someone saying that please lock Chinese region!!!And there are even some groups appeal for LOCKING REGION???????当时我的心真的拔凉拔凉的 My heart was nearly frozen at that time.啊 的确 是我们不好 是中国的外挂太多了 Oh really.It's our bag there are too many Chinese hackers.但是我能确定一点 一旦锁区 PUBG就会变成第二个H1Z1 But if you do so PUBG will become the second H1Z1.而且外挂的数量肯定会变的更多 And the number of hacker will rise more.他们开得起一天 100的外挂 就用得起一个月 30的VPN They can use the program of hacker which spend them 100 per day they can have 30 per month VPN.而且如果锁区 就会给红衣军正当的理由 And if the region is locked it will give the Red Army a justifiable reason.所以 请不要锁区 这是一个真正热爱PUBG的中国玩家的心声 So please don't lock region this is the heart of a Chinese player who really loves PUBG.我的英语不是很好 我只是个学生 雅思5.0的水平(虽然已经能申请加拿大的大学了 My English is not good I am a student I only get 5.0 in IELTS. Although the mark is enough for me to apply for the university in Canada)如果有错的地方 请原谅我 If there are somthing wrong please forgive me.如果你真的理解我的这篇评测 请帮我顶上去 让更多的人看到这篇评测 If you really understand my review please help it to top up and let more people see this review.哦 还有 虽然我的头像很滑稽 但是我现在超认真的说 Oh what is more though my avatar is very funny I am very serious!!!!!谢谢qwq 233333333 emmmmmmmmmm wwwwwwwwwwwwThank you sir as.s we can",
